,UniProtID,Symbol,FullName,GOIDs,Tissues
1363,Q02779,MAP3K10,Mitogen-activated protein kinase kinase kinase 10,"['GO:0005737', 'GO:0005524', 'GO:0043425', 'GO:0004706', 'GO:0042803', 'GO:0004672', 'GO:0004674', 'GO:0003714', 'GO:0007257', 'GO:0006915', 'GO:0007254', 'GO:0000165', 'GO:0043433', 'GO:0045892', 'GO:0018105', 'GO:0018107', 'GO:0043065', 'GO:0046330', 'GO:0043507', 'GO:0046777', 'GO:0007165', 'GO:0007224']","['Brain', 'Brain', 'Colon epithelium', 'Leukemic T-cell']"
1364,Q03135,CAV1,Caveolin-1,"['GO:0002080', 'GO:0016324', 'GO:0016323', 'GO:0005901', 'GO:0005938', 'GO:0005929', 'GO:0031410', 'GO:0031901', 'GO:0030666', 'GO:0005783', 'GO:0005789', 'GO:0005768', 'GO:0005925', 'GO:0005794', 'GO:0000139', 'GO:0005887', 'GO:0005811', 'GO:0016020', 'GO:0045121', 'GO:0048471', 'GO:0005886', 'GO:0032991', 'GO:0051117', 'GO:0015485', 'GO:0019899', 'GO:0042802', 'GO:0070320', 'GO:0044325', 'GO:0050998', 'GO:0005113', 'GO:0016504', 'GO:0030674', 'GO:0046982', 'GO:0019901', 'GO:0032947', 'GO:0048365', 'GO:0005102', 'GO:0005198', 'GO:0001525', 'GO:0086098', 'GO:0097190', 'GO:1904886', 'GO:0055074', 'GO:0006816', 'GO:0070836', 'GO:0072584', 'GO:0030154', 'GO:0006874', 'GO:0071360', 'GO:0071455', 'GO:0071375', 'GO:0009267', 'GO:0071560', 'GO:0042632', 'GO:0030301', 'GO:0000188', 'GO:0007595', 'GO:0050900', 'GO:0019915', 'GO:0032507', 'GO:0030879', 'GO:0060056', 'GO:0051899', 'GO:2000811', 'GO:0030514', 'GO:0090090', 'GO:0001960', 'GO:0001937', 'GO:0030857', 'GO:1903609', 'GO:0043409', 'GO:0060546', 'GO:0045019', 'GO:0051001', 'GO:0033137', 'GO:1900085', 'GO:0048550', 'GO:1901380', 'GO:0032091', 'GO:0061099', 'GO:0031397', 'GO:0046426', 'GO:0000122', 'GO:0030512', 'GO:0042532', 'GO:0033484', 'GO:0010524', 'GO:0090263', 'GO:0043085', 'GO:0060355', 'GO:0030335', 'GO:0120162', 'GO:1903071', 'GO:2001238', 'GO:1903598', 'GO:0010628', 'GO:2001244', 'GO:0051092', 'GO:0033138', 'GO:0032092', 'GO:0031398', 'GO:0034141', 'GO:0045907', 'GO:0010608', 'GO:0051260', 'GO:0008104', 'GO:1903361', 'GO:0044860', 'GO:0031623', 'GO:2000286', 'GO:0019065', 'GO:0030193', 'GO:0098909', 'GO:1901844', 'GO:0051480', 'GO:2000535', 'GO:0019217', 'GO:0086091', 'GO:0098903', 'GO:0050999', 'GO:0052547', 'GO:1900027', 'GO:0006940', 'GO:0003057', 'GO:0098911', 'GO:0009617', 'GO:0051592', 'GO:0043627', 'GO:0001666', 'GO:0002931', 'GO:0032570', 'GO:0007519', 'GO:0031295', 'GO:0006641', 'GO:0001570', 'GO:0042310', 'GO:0016050']","['Lung', 'Brain', 'Lung', 'Adipose tissue', 'Adipocyte', 'Brain', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Liver']"
1365,Q03164,KMT2A,Histone-lysine N-methyltransferase 2A,"['GO:0005829', 'GO:0035097', 'GO:0071339', 'GO:0005654', 'GO:0005634', 'GO:0003680', 'GO:0003700', 'GO:0000981', 'GO:0042800', 'GO:0018024', 'GO:0042802', 'GO:0070577', 'GO:0042803', 'GO:0000980', 'GO:0044212', 'GO:0045322', 'GO:0008270', 'GO:0006915', 'GO:0032922', 'GO:0035162', 'GO:0051568', 'GO:0080182', 'GO:0043984', 'GO:1905642', 'GO:2001040', 'GO:0051571', 'GO:0045944', 'GO:0045893', 'GO:0032411', 'GO:0065003', 'GO:1902036', 'GO:0071440', 'GO:2000615', 'GO:0045652', 'GO:0006366']","['Brain', 'Brain', 'Placenta', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
1366,Q03167,TGFBR3,Transforming growth factor beta receptor type 3,"['GO:0009986', 'GO:0005737', 'GO:0009897', 'GO:0070062', 'GO:0031012', 'GO:0005615', 'GO:0034673', 'GO:0005887', 'GO:0043235', 'GO:0048185', 'GO:0015026', 'GO:0017134', 'GO:0005539', 'GO:0008201', 'GO:0030165', 'GO:0046332', 'GO:0050431', 'GO:0070123', 'GO:0005160', 'GO:0005024', 'GO:0005114', 'GO:0031100', 'GO:0030509', 'GO:0060317', 'GO:0060038', 'GO:0016477', 'GO:0060318', 'GO:0060216', 'GO:0060939', 'GO:0001837', 'GO:0003007', 'GO:0060347', 'GO:0061384', 'GO:0006955', 'GO:0035556', 'GO:0001889', 'GO:0003150', 'GO:0051271', 'GO:0050680', 'GO:0030512', 'GO:0003151', 'GO:0060389', 'GO:0060045', 'GO:0030511', 'GO:0043393', 'GO:0032354', 'GO:0001666', 'GO:0034699', 'GO:0034695', 'GO:0062009', 'GO:0007181', 'GO:0007179', 'GO:0060979', 'GO:0055010', 'GO:0003223', 'GO:0060412']","['Placenta', 'Blood', 'Tongue', 'Brain']"
1367,Q03181,PPARD,Peroxisome proliferator-activated receptor delta,"['GO:0000790', 'GO:0005654', 'GO:0005634', 'GO:0090575', 'GO:0003677', 'GO:0003700', 'GO:0000981', 'GO:0001227', 'GO:0008144', 'GO:0005504', 'GO:0070539', 'GO:0008289', 'GO:0051059', 'GO:0004879', 'GO:0030374', 'GO:0046982', 'GO:0000977', 'GO:0001103', 'GO:0038023', 'GO:0003707', 'GO:0008134', 'GO:0000976', 'GO:0008270', 'GO:0060612', 'GO:0006915', 'GO:0097190', 'GO:0008366', 'GO:0030154', 'GO:0008283', 'GO:0031589', 'GO:0071456', 'GO:0071222', 'GO:0008203', 'GO:0046697', 'GO:0007566', 'GO:0006635', 'GO:0009062', 'GO:0006631', 'GO:0015908', 'GO:0006091', 'GO:0006006', 'GO:1904659', 'GO:0007507', 'GO:0009755', 'GO:0051546', 'GO:0043616', 'GO:0006629', 'GO:0009299', 'GO:0007275', 'GO:0043066', 'GO:0030308', 'GO:0010887', 'GO:0032966', 'GO:0050680', 'GO:0050728', 'GO:0045662', 'GO:1902894', 'GO:0014912', 'GO:0048662', 'GO:0000122', 'GO:0045892', 'GO:0008654', 'GO:0097755', 'GO:0045684', 'GO:0045600', 'GO:0032024', 'GO:2000288', 'GO:0014068', 'GO:0043415', 'GO:0045944', 'GO:0045893', 'GO:0006029', 'GO:0019216', 'GO:0014842', 'GO:0006357', 'GO:0014823', 'GO:0009749', 'GO:0033993', 'GO:0033189', 'GO:0006367', 'GO:0006776', 'GO:0042060']","['Placenta', 'Spleen', 'Placenta', 'Thalamus', 'Placenta']"
1368,Q03468,ERCC6,DNA excision repair protein ERCC-6,"['GO:0005730', 'GO:0005654', 'GO:0005634', 'GO:0008023', 'GO:0005524', 'GO:0003682', 'GO:0003677', 'GO:0008094', 'GO:0004386', 'GO:0008022', 'GO:0047485', 'GO:0030296', 'GO:0044877', 'GO:0070063', 'GO:0007256', 'GO:0007257', 'GO:0006284', 'GO:0032508', 'GO:0006281', 'GO:0008630', 'GO:0035264', 'GO:0045494', 'GO:0045739', 'GO:0032786', 'GO:0045815', 'GO:0006290', 'GO:0032784', 'GO:0010332', 'GO:0006979', 'GO:0000303', 'GO:0009636', 'GO:0009411', 'GO:0010224', 'GO:0010165', 'GO:0006366', 'GO:0006362', 'GO:0006283']","['Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia']"
1369,Q03519,TAP2,Antigen peptide transporter 2,"['GO:0005783', 'GO:0005789', 'GO:0033116', 'GO:0030176', 'GO:0016021', 'GO:0016020', 'GO:0042824', 'GO:0016607', 'GO:0030670', 'GO:0042825', 'GO:0005524', 'GO:0042626', 'GO:0023029', 'GO:0015433', 'GO:0046978', 'GO:0046980', 'GO:0005215', 'GO:0002250', 'GO:0019885', 'GO:0002489', 'GO:0002479', 'GO:0002474', 'GO:0046967', 'GO:0046968', 'GO:0015031', 'GO:1990668', 'GO:0016032']","['Blood', 'Spleen', 'Liver', 'Synovium', 'Brain', 'Blood']"
1370,Q03936,ZNF92,Zinc finger protein 92,"['GO:0005634', 'GO:0003677', 'GO:0003700', 'GO:0000981', 'GO:0008270']","['Brain', 'Brain', 'Testis']"
1371,Q04206,RELA,Transcription factor p65,"['GO:0005737', 'GO:0005829', 'GO:0098978', 'GO:0035525', 'GO:0000790', 'GO:0005654', 'GO:0005634', 'GO:0005667', 'GO:0042805', 'GO:0033613', 'GO:0071532', 'GO:0003682', 'GO:0031490', 'GO:0003677', 'GO:0001228', 'GO:0003700', 'GO:0000981', 'GO:0001227', 'GO:0019899', 'GO:0042826', 'GO:0042802', 'GO:0051059', 'GO:0042301', 'GO:0046982', 'GO:0042803', 'GO:0019901', 'GO:0047485', 'GO:0044877', 'GO:0070491', 'GO:0000980', 'GO:0000978', 'GO:0000977', 'GO:0001225', 'GO:0008134', 'GO:0044212', 'GO:0031625', 'GO:0006117', 'GO:0007568', 'GO:0009887', 'GO:0006968', 'GO:1904385', 'GO:0035729', 'GO:0070301', 'GO:0071347', 'GO:0071354', 'GO:0071222', 'GO:0071223', 'GO:0071316', 'GO:0071224', 'GO:0071356', 'GO:0035924', 'GO:0006325', 'GO:0019221', 'GO:0051607', 'GO:0038095', 'GO:0001942', 'GO:0007249', 'GO:0006954', 'GO:0070498', 'GO:0001889', 'GO:0031293', 'GO:0043066', 'GO:2001237', 'GO:0046627', 'GO:1901223', 'GO:1902894', 'GO:0042177', 'GO:0033234', 'GO:0000122', 'GO:0045892', 'GO:0038061', 'GO:0070431', 'GO:0008284', 'GO:0032332', 'GO:0043123', 'GO:0045084', 'GO:1904996', 'GO:2000630', 'GO:0051092', 'GO:1901224', 'GO:1902895', 'GO:0014040', 'GO:0050862', 'GO:0045944', 'GO:1901522', 'GO:0045893', 'GO:0032481', 'GO:0099527', 'GO:0061614', 'GO:0043620', 'GO:0050727', 'GO:1901222', 'GO:0006355', 'GO:0043200', 'GO:0051591', 'GO:0033590', 'GO:0034097', 'GO:0032868', 'GO:0070555', 'GO:0043278', 'GO:0032495', 'GO:0035994', 'GO:0010033', 'GO:0032570', 'GO:0010224', 'GO:0002223', 'GO:0050852', 'GO:0033209', 'GO:0016032']","['Bone', 'Colon']"
1372,Q04721,NOTCH2,Neurogenic locus notch homolog protein 2,"['GO:0009986', 'GO:0005789', 'GO:0005576', 'GO:0000139', 'GO:0005887', 'GO:0016020', 'GO:0005654', 'GO:0005634', 'GO:0005886', 'GO:0043235', 'GO:0005509', 'GO:0038023', 'GO:0009887', 'GO:0006915', 'GO:0060413', 'GO:0046849', 'GO:0007050', 'GO:0001709', 'GO:0030097', 'GO:0002315', 'GO:0007275', 'GO:0043066', 'GO:0010629', 'GO:0045967', 'GO:0007399', 'GO:0061314', 'GO:0007219', 'GO:0070374', 'GO:0046579', 'GO:0003184', 'GO:2001204', 'GO:0006355', 'GO:0019827', 'GO:0006367']","['Brain', 'Mammary tumor', 'T-cell', 'Brain', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma']"
1373,Q04726,TLE3,Transducin-like enhancer protein 3,"['GO:1990907', 'GO:0005654', 'GO:0005634', 'GO:0005667', 'GO:0070491', 'GO:0003714', 'GO:0009887', 'GO:1904837', 'GO:0090090', 'GO:0120163', 'GO:0006355', 'GO:0007165', 'GO:0016055']","['Fetal brain', 'Brain', 'Trachea', 'Pancreas', 'Testis', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
1374,Q04760,GLO1,Lactoylglutathione lyase,"['GO:0005737', 'GO:0005829', 'GO:0070062', 'GO:0005634', 'GO:0005886', 'GO:0004462', 'GO:0008270', 'GO:0005975', 'GO:0006749', 'GO:0009438', 'GO:0043066', 'GO:0030316', 'GO:0006090', 'GO:0006357']","['Colon', 'Brain', 'Brain', 'Eye', 'Uterus', 'Erythrocyte', 'Liver']"
1375,Q04900,CD164,Sialomucin core protein 24,"['GO:0031410', 'GO:0005768', 'GO:0010008', 'GO:0005576', 'GO:0005887', 'GO:0005765', 'GO:0005764', 'GO:0005886', 'GO:0007155', 'GO:0030097', 'GO:0007157', 'GO:0006955', 'GO:0007275', 'GO:0007517', 'GO:0007162', 'GO:0008285', 'GO:0007165']","['Gastric carcinoma', 'Bone marrow', 'Amygdala', 'Astrocyte', 'Neutrophil', 'Thymus', 'Colon']"
1376,Q05086,UBE3A,Ubiquitin-protein ligase E3A,"['GO:0005737', 'GO:0005634', 'GO:0000502', 'GO:0046872', 'GO:0061630', 'GO:0004842', 'GO:0007420', 'GO:0031398', 'GO:0050847', 'GO:0043161', 'GO:0051865', 'GO:0070936', 'GO:0000209', 'GO:0006508', 'GO:0042752', 'GO:2000058', 'GO:0032570', 'GO:0048511', 'GO:0006511', 'GO:0016032']","['Keratinocyte', 'Fetal brain', 'Testis', 'Keratinocyte', 'Renal cell carcinoma', 'Embryonic kidney', 'Embryonic kidney', 'Leukemic T-cell']"
1377,Q05195,MXD1,Max dimerization protein 1,"['GO:0005829', 'GO:0005739', 'GO:0000790', 'GO:0005654', 'GO:0005634', 'GO:0003700', 'GO:0000981', 'GO:0001227', 'GO:0046983', 'GO:0000978', 'GO:0003712', 'GO:0003714', 'GO:0008283', 'GO:0007275', 'GO:0000122']","['Lung', 'Placenta', 'Brain', 'Placenta']"
1378,Q05209,PTPN12,Tyrosine-protein phosphatase non-receptor type 12,"['GO:0042995', 'GO:0005737', 'GO:0005829', 'GO:0005925', 'GO:0005654', 'GO:0002102', 'GO:0004726', 'GO:0004721', 'GO:0004725', 'GO:0017124', 'GO:0071345', 'GO:0071364', 'GO:0038128', 'GO:1901185', 'GO:2000587', 'GO:0035335', 'GO:0006470', 'GO:0042058', 'GO:0042246']","['Colon', 'Cerebellum', 'Tongue', 'Brain', 'Testis', 'Platelet', 'Cervix carcinoma', 'Cervix carcinoma', 'Platelet', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
1379,Q05481,ZNF91,Zinc finger protein 91,"['GO:0005634', 'GO:0003677', 'GO:0003700', 'GO:0000981', 'GO:0008270', 'GO:0045892', 'GO:0070895']",['Placenta']
1380,Q05519,SRSF11,Serine/arginine-rich splicing factor 11,"['GO:0016607', 'GO:0005654', 'GO:0005634', 'GO:0003723', 'GO:0031124', 'GO:0006406', 'GO:0006397', 'GO:0000398', 'GO:0006405', 'GO:0008380']","['Hepatoma', 'Uterus', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
1381,Q05823,RNASEL,2-5A-dependent ribonuclease,"['GO:0005829', 'GO:0005759', 'GO:0016363', 'GO:0005524', 'GO:0004521', 'GO:0042802', 'GO:0046872', 'GO:0004672', 'GO:0043021', 'GO:0003723', 'GO:0019843', 'GO:0051607', 'GO:0045444', 'GO:0006397', 'GO:0045071', 'GO:0046326', 'GO:0045944', 'GO:0006468', 'GO:0043488', 'GO:0060338', 'GO:0006364', 'GO:0060337']","['Kidney', 'Placenta', 'Colon carcinoma', 'Lymph']"
1382,Q05D32,CTDSPL2,CTD small phosphatase-like protein 2,"['GO:0005654', 'GO:0004721', 'GO:0030514', 'GO:0046827']","['Umbilical cord blood', 'Teratocarcinoma', 'Bone marrow', 'Brain', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
1383,Q06124,PTPN11,Tyrosine-protein phosphatase non-receptor type 11,"['GO:0005737', 'GO:0005829', 'GO:0005739', 'GO:0005654', 'GO:0005634', 'GO:0032991', 'GO:0016303', 'GO:0050839', 'GO:0031748', 'GO:0005158', 'GO:0043560', 'GO:0004726', 'GO:0051428', 'GO:0046934', 'GO:0043274', 'GO:0004721', 'GO:0001784', 'GO:0019904', 'GO:0019901', 'GO:0004725', 'GO:0030971', 'GO:0005070', 'GO:0033277', 'GO:0000187', 'GO:0036302', 'GO:0007411', 'GO:0060020', 'GO:0007420', 'GO:0071345', 'GO:0071364', 'GO:0071260', 'GO:0021697', 'GO:0019221', 'GO:0000077', 'GO:0048013', 'GO:0007173', 'GO:0038127', 'GO:0060325', 'GO:0008543', 'GO:0048806', 'GO:0042593', 'GO:0007507', 'GO:0048873', 'GO:0042445', 'GO:0009755', 'GO:0048839', 'GO:0007229', 'GO:0070102', 'GO:0061582', 'GO:0050900', 'GO:0035855', 'GO:0032528', 'GO:0035264', 'GO:0048609', 'GO:0033629', 'GO:0051463', 'GO:0060125', 'GO:0046676', 'GO:0048011', 'GO:0035265', 'GO:0035335', 'GO:0030168', 'GO:0030220', 'GO:0048008', 'GO:0070374', 'GO:0046326', 'GO:0046887', 'GO:0046628', 'GO:0032728', 'GO:0032755', 'GO:0045931', 'GO:0051897', 'GO:0032760', 'GO:0033628', 'GO:0040014', 'GO:0043254', 'GO:0046825', 'GO:0060338', 'GO:0031295', 'GO:0006641']","['T-cell', 'Umbilical cord', 'Brain', 'Eye', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
1384,Q06203,PPAT,Amidophosphoribosyltransferase,"['GO:0005829', 'GO:0051539', 'GO:0004044', 'GO:0046872', 'GO:0006189', 'GO:0031100', 'GO:0035690', 'GO:0032869', 'GO:0000082', 'GO:0006543', 'GO:0001822', 'GO:0007595', 'GO:0060135', 'GO:0009116', 'GO:0051289', 'GO:0009113', 'GO:0006164', 'GO:0009168']","['Hepatoma', 'Muscle']"
1385,Q06210,GFPT1,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1,"['GO:0005829', 'GO:0070062', 'GO:0097367', 'GO:0004360', 'GO:0032922', 'GO:0006112', 'GO:0006002', 'GO:0006541', 'GO:0036498', 'GO:0006487', 'GO:0006048', 'GO:0006047']","['Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Liver', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
1386,Q06330,RBPJ,Recombining binding protein suppressor of hairless,"['GO:0005737', 'GO:0002193', 'GO:0005730', 'GO:0005654', 'GO:0005634', 'GO:0005667', 'GO:0017053', 'GO:0003682', 'GO:0003677', 'GO:0001228', 'GO:0003700', 'GO:0000981', 'GO:0047485', 'GO:0070491', 'GO:0000978', 'GO:0001103', 'GO:0043565', 'GO:0008134', 'GO:0001525', 'GO:0003176', 'GO:0060844', 'GO:0036302', 'GO:0009912', 'GO:0030183', 'GO:0097101', 'GO:0072554', 'GO:0001974', 'GO:0003214', 'GO:0060486', 'GO:0042742', 'GO:0035912', 'GO:0003160', 'GO:0009957', 'GO:0001837', 'GO:0003198', 'GO:0048820', 'GO:0006959', 'GO:0002437', 'GO:0072602', 'GO:0030216', 'GO:0060716', 'GO:0043011', 'GO:0045596', 'GO:0008285', 'GO:0120163', 'GO:0030279', 'GO:0000122', 'GO:0045892', 'GO:0061314', 'GO:0007219', 'GO:0003151', 'GO:0021983', 'GO:0030513', 'GO:1901297', 'GO:0060045', 'GO:2000138', 'GO:1901189', 'GO:1901186', 'GO:0010628', 'GO:0045747', 'GO:0045944', 'GO:0061419', 'GO:0007221', 'GO:0003177', 'GO:0048505', 'GO:0003256', 'GO:0048733', 'GO:0003139', 'GO:0035019', 'GO:0001756', 'GO:0006367', 'GO:0060412', 'GO:0003222']","['Placenta', 'Testis', 'Eye', 'Renal cell carcinoma']"
1387,Q06413,MEF2C,Myocyte-specific enhancer factor 2C,"['GO:0005737', 'GO:0005829', 'GO:0043231', 'GO:0000790', 'GO:0016607', 'GO:0005654', 'GO:0005634', 'GO:0098794', 'GO:0032991', 'GO:0016528', 'GO:0033613', 'GO:0003680', 'GO:0003682', 'GO:0003677', 'GO:0001228', 'GO:0003700', 'GO:0000981', 'GO:0042826', 'GO:0071837', 'GO:0046982', 'GO:0000980', 'GO:0000978', 'GO:0000977', 'GO:0044212', 'GO:0006915', 'GO:0001782', 'GO:0042100', 'GO:0050853', 'GO:0001568', 'GO:0001974', 'GO:0014898', 'GO:0003211', 'GO:0060536', 'GO:0048667', 'GO:0071277', 'GO:0035690', 'GO:0071498', 'GO:0071222', 'GO:0071374', 'GO:0071560', 'GO:0035984', 'GO:0002062', 'GO:0048703', 'GO:0001958', 'GO:2001013', 'GO:0060079', 'GO:0002467', 'GO:0072102', 'GO:0007507', 'GO:0001947', 'GO:0006959', 'GO:0007611', 'GO:0000165', 'GO:0030318', 'GO:0030224', 'GO:0007521', 'GO:0007517', 'GO:0014902', 'GO:0043537', 'GO:0010629', 'GO:0043524', 'GO:0030279', 'GO:0000122', 'GO:1904753', 'GO:1905563', 'GO:1904706', 'GO:0072160', 'GO:0007399', 'GO:0014033', 'GO:0048666', 'GO:0030182', 'GO:0001764', 'GO:0001649', 'GO:0003151', 'GO:0030220', 'GO:0010694', 'GO:0030890', 'GO:2000987', 'GO:0030501', 'GO:2000727', 'GO:0060045', 'GO:0071864', 'GO:0010628', 'GO:2000111', 'GO:0043406', 'GO:0051149', 'GO:0045663', 'GO:0045666', 'GO:0045669', 'GO:0090073', 'GO:2001016', 'GO:0048643', 'GO:0045944', 'GO:0045893', 'GO:0003138', 'GO:2000311', 'GO:0060998', 'GO:0002634', 'GO:0045652', 'GO:0043523', 'GO:0046928', 'GO:2000310', 'GO:0060297', 'GO:0051963', 'GO:0060025', 'GO:0048167', 'GO:0051966', 'GO:0006355', 'GO:0061333', 'GO:0002931', 'GO:0060021', 'GO:0003139', 'GO:0003185', 'GO:0035914', 'GO:0007519', 'GO:0051145', 'GO:0055012']","['Fetal brain', 'Muscle', 'Skeletal muscle', 'Skeletal muscle', 'Skeletal muscle', 'Erythroleukemia']"
1388,Q06481,APLP2,Amyloid-like protein 2,"['GO:0005788', 'GO:0070062', 'GO:0016021', 'GO:0016020', 'GO:0005634', 'GO:0005886', 'GO:0031092', 'GO:0003677', 'GO:0008201', 'GO:0042802', 'GO:0004867', 'GO:0046914', 'GO:0044267', 'GO:0007186', 'GO:0002576', 'GO:0043687']","['Placenta', 'Brain', 'Ovary', 'Testis', 'Brain', 'Testis', 'Lung', 'Pancreas']"
1389,Q06546,GABPA,GA-binding protein alpha chain,"['GO:0000790', 'GO:0005654', 'GO:0005634', 'GO:0033613', 'GO:0003682', 'GO:0003677', 'GO:0001228', 'GO:0003700', 'GO:0000981', 'GO:0046982', 'GO:0000978', 'GO:0003713', 'GO:0044212', 'GO:0001825', 'GO:0030154', 'GO:1903351', 'GO:0007005', 'GO:0045653', 'GO:0000122', 'GO:0010628', 'GO:0045944', 'GO:0006357', 'GO:0006366']",['Cervix carcinoma']
1390,Q06547,GABPB1,GA-binding protein subunit beta-1,"['GO:0036464', 'GO:0005654', 'GO:0005634', 'GO:0003700', 'GO:0046982', 'GO:0044212', 'GO:0007005', 'GO:0045944', 'GO:0006357']","['Testis', 'Hepatoma', 'Prostate', 'Testis', 'Uterus']"
1391,Q06609,RAD51,DNA repair protein RAD51 homolog 1,"['GO:0000785', 'GO:0000793', 'GO:0000794', 'GO:0005737', 'GO:0005829', 'GO:0000800', 'GO:0005815', 'GO:0005759', 'GO:0005739', 'GO:0000790', 'GO:0000228', 'GO:0000784', 'GO:0005730', 'GO:0005654', 'GO:0005634', 'GO:0048471', 'GO:0016605', 'GO:0032991', 'GO:0035861', 'GO:0005524', 'GO:0003682', 'GO:0070182', 'GO:0008094', 'GO:0003690', 'GO:0019899', 'GO:0042802', 'GO:0008022', 'GO:0000150', 'GO:0003697', 'GO:0043142', 'GO:0072757', 'GO:0006974', 'GO:0071479', 'GO:0070192', 'GO:0000730', 'GO:0006310', 'GO:0006281', 'GO:0006268', 'GO:0000724', 'GO:0036297', 'GO:0051321', 'GO:0006312', 'GO:1990426', 'GO:0070317', 'GO:0051106', 'GO:0051260', 'GO:0007131', 'GO:0010569', 'GO:0031297', 'GO:0042148', 'GO:0000722', 'GO:0010833']","['Testis', 'Brain', 'Placenta']"
1392,Q06730,ZNF33A,Zinc finger protein 33A,"['GO:0005634', 'GO:0003677', 'GO:0003700', 'GO:0000981', 'GO:0046872', 'GO:0006355']","['Bone marrow', 'Trachea']"
1393,Q07352,ZFP36L1,mRNA decay activator protein ZFP36L1,"['GO:0005737', 'GO:0005829', 'GO:0005634', 'GO:0000932', 'GO:1990904', 'GO:0071889', 'GO:0003677', 'GO:0003700', 'GO:0000981', 'GO:0046872', 'GO:0035925', 'GO:0003730', 'GO:0003729', 'GO:0003723', 'GO:0061158', 'GO:0006915', 'GO:0008283', 'GO:0071320', 'GO:0071364', 'GO:0044344', 'GO:0071385', 'GO:0071456', 'GO:0032869', 'GO:0071375', 'GO:0097403', 'GO:0071472', 'GO:0071560', 'GO:0071356', 'GO:0060710', 'GO:0070371', 'GO:0007507', 'GO:0000165', 'GO:0048382', 'GO:0006397', 'GO:0051028', 'GO:0035264', 'GO:0045647', 'GO:1901991', 'GO:0021915', 'GO:0000288', 'GO:0031086', 'GO:0038066', 'GO:0014065', 'GO:0045600', 'GO:1904582', 'GO:0045657', 'GO:1900153', 'GO:0003342', 'GO:0043491', 'GO:0045577', 'GO:0010468', 'GO:1902172', 'GO:0045616', 'GO:0010837', 'GO:0031440', 'GO:0043488', 'GO:0045661', 'GO:0072091', 'GO:0009611', 'GO:0060712', 'GO:0033077', 'GO:0001570']","['Ovary', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
1394,Q07617,SPAG1,Sperm-associated antigen 1,"['GO:0005737', 'GO:0005829', 'GO:0005525', 'GO:0016787', 'GO:0070286', 'GO:0007338']","['Testis', 'Testis', 'Testis', 'Cervix carcinoma', 'Liver']"
